hour,cloud_cover,temperature,grid_demand,grid_supply,market_index
9,44,38,81.6,78.0,1.06
20,56,37,111.5,50.0,2.22
20,26,28,91.8,50.0,1.81
19,9,31,97.1,50.0,1.99
2,84,22,30.5,50.0,0.59
23,1,35,58.7,50.0,1.22
16,99,32,62.9,50.3,1.21
11,79,28,59.2,67.5,0.9
17,13,31,96.1,64.5,1.51
15,60,23,53.8,70.0,0.75
10,62,30,60.4,75.3,0.8
8,40,27,69.6,70.0,0.99
3,68,28,28.8,50.0,0.58
8,32,39,84.5,72.7,1.17
8,2,38,90.2,82.7,1.04
5,15,37,41.5,50.0,0.85
16,56,21,57.0,64.7,0.85
23,41,25,49.4,50.0,1.0
11,53,33,61.0,89.2,0.68
0,85,34,37.1,50.0,0.73
5,31,21,32.6,50.0,0.62
1,87,40,47.8,50.0,1.0
1,24,32,33.8,50.0,0.67
4,77,21,33.8,50.0,0.7
0,40,34,34.4,50.0,0.66
19,50,25,95.2,50.0,1.95
21,73,41,109.8,50.0,2.19
20,93,26,96.3,50.0,1.91
4,58,26,27.5,50.0,0.51
5,26,39,41.8,50.0,0.79
22,73,25,47.1,50.0,0.96
22,76,37,59.5,50.0,1.21
11,82,30,59.3,65.0,0.91
18,50,21,95.1,50.0,1.87
13,21,37,73.6,115.8,0.59
20,55,21,94.5,50.0,1.85
19,50,26,93.6,50.0,1.91
18,13,28,92.4,50.0,1.89
17,95,38,104.3,50.8,2.04
23,53,40,68.0,50.0,1.33
11,64,35,64.0,80.0,0.82
22,98,36,61.8,50.0,1.26
14,52,27,56.7,82.0,0.69
12,58,20,62.2,92.0,0.64
4,81,35,35.3,50.0,0.74
8,89,40,90.1,53.7,1.72
11,28,29,63.0,110.0,0.53
3,45,39,42.3,50.0,0.83
7,23,39,87.4,62.8,1.38
4,77,26,32.6,50.0,0.63
16,58,34,63.1,64.0,1.01
8,72,40,91.8,59.3,1.55
17,51,31,96.6,58.2,1.64
6,15,41,89.1,50.0,1.83
9,68,31,80.9,66.0,1.22
21,71,35,102.3,50.0,2.08
20,37,24,91.0,50.0,1.86
10,68,29,65.4,71.3,0.92
15,63,40,75.0,68.5,1.12
1,47,34,35.9,50.0,0.75
2,45,20,30.8,50.0,0.66
3,63,37,39.6,50.0,0.75
23,47,23,46.2,50.0,0.97
10,25,29,58.9,100.0,0.63
7,98,38,84.8,50.3,1.66
17,15,27,96.7,64.2,1.53
19,22,23,96.1,50.0,1.88
21,21,27,96.7,50.0,1.94
7,75,29,74.2,54.2,1.41
16,21,37,71.7,76.3,0.96
1,93,34,32.4,50.0,0.61
21,97,33,97.4,50.0,1.92
22,5,22,50.5,50.0,1.0
21,76,36,103.3,50.0,2.1
14,12,21,58.8,108.7,0.55
20,22,36,101.5,50.0,2.01
18,74,24,92.9,50.0,1.82
21,46,21,95.3,50.0,1.95
14,27,28,61.4,98.7,0.64
13,36,39,69.0,103.3,0.7
6,88,32,79.8,50.0,1.58
5,3,27,34.5,50.0,0.7
3,21,36,33.4,50.0,0.69
12,74,40,72.7,76.0,0.97
10,63,26,58.1,74.7,0.81
7,97,41,87.3,50.5,1.75
17,5,39,103.9,65.8,1.55
3,47,23,34.0,50.0,0.66
19,54,25,98.5,50.0,1.97
19,34,32,94.4,50.0,1.93
10,26,20,63.6,99.3,0.66
9,98,31,79.0,51.0,1.59
23,91,29,48.0,50.0,0.96
10,60,27,58.5,76.7,0.77
18,81,21,94.6,50.0,1.86
21,99,29,90.1,50.0,1.8
10,33,31,59.4,94.7,0.64
9,11,25,75.9,94.5,0.83
4,94,31,27.8,50.0,0.57
8,45,22,75.2,68.3,1.05
21,61,20,95.4,50.0,1.86
5,45,29,32.7,50.0,0.62
5,46,39,45.9,50.0,0.88
0,17,20,33.5,50.0,0.65
14,5,28,58.3,113.3,0.48
2,36,27,36.8,50.0,0.77
4,3,29,28.7,50.0,0.59
17,46,37,104.8,59.0,1.75
4,83,34,36.6,50.0,0.75
6,21,31,76.6,50.0,1.56
23,84,34,53.8,50.0,1.05
4,75,32,29.2,50.0,0.57
16,57,23,65.5,64.3,1.04
10,58,23,61.6,78.0,0.79
13,64,24,59.0,80.0,0.69
10,20,25,59.9,103.3,0.63
7,100,20,66.8,50.0,1.31
23,18,33,55.2,50.0,1.12
3,99,25,32.6,50.0,0.68
2,24,23,30.2,50.0,0.64
4,48,36,34.8,50.0,0.65
19,63,26,95.1,50.0,1.93
6,89,39,83.5,50.0,1.71
22,86,21,53.4,50.0,1.04
11,38,38,69.9,101.7,0.69
0,16,28,35.8,50.0,0.71
6,19,33,77.8,50.0,1.56
0,41,24,32.5,50.0,0.67
10,0,21,60.1,116.7,0.55
23,92,38,65.0,50.0,1.33
22,1,23,49.9,50.0,0.99
4,38,36,36.8,50.0,0.75
14,73,34,65.3,68.0,0.95
10,71,34,68.5,69.3,1.02
16,24,36,67.1,75.3,0.85
3,78,38,45.2,50.0,0.89
3,53,28,30.0,50.0,0.64
10,18,34,60.5,104.7,0.59
17,9,26,93.2,65.2,1.4
4,25,32,33.4,50.0,0.64
5,22,34,34.0,50.0,0.67
4,1,21,27.9,50.0,0.51
20,40,34,103.4,50.0,2.06
5,31,33,32.1,50.0,0.67
19,42,24,94.3,50.0,1.92
4,93,40,46.8,50.0,0.95
3,45,36,34.8,50.0,0.72
1,28,27,28.6,50.0,0.61
17,28,28,98.2,62.0,1.63
12,7,22,60.0,143.0,0.47
8,76,24,81.8,58.0,1.37
7,70,28,72.2,55.0,1.28
10,29,40,70.2,97.3,0.71
0,19,21,33.0,50.0,0.67
22,45,27,54.9,50.0,1.08
11,21,41,73.5,115.8,0.66
14,78,25,59.2,64.7,0.96
10,52,21,58.5,82.0,0.69
7,96,39,93.9,50.7,1.83
22,34,27,50.7,50.0,0.98
3,69,21,31.9,50.0,0.65
11,20,22,61.6,116.7,0.57
7,25,30,72.4,62.5,1.12
7,75,27,75.8,54.2,1.36
6,88,20,75.3,50.0,1.5
2,76,34,33.3,50.0,0.66
0,59,32,33.2,50.0,0.68
20,63,27,97.6,50.0,1.97
11,17,40,75.8,119.2,0.65
15,33,34,61.4,83.5,0.69
13,11,20,63.7,124.2,0.51
21,14,28,94.6,50.0,1.86
0,45,40,46.1,50.0,0.88
23,51,32,51.8,50.0,1.05
23,94,24,47.1,50.0,0.94
23,48,32,58.0,50.0,1.2
20,56,29,95.1,50.0,1.93
9,20,36,79.2,90.0,0.85
8,94,20,80.6,52.0,1.52
1,96,27,28.7,50.0,0.57
20,84,39,112.0,50.0,2.27
14,49,22,56.5,84.0,0.67
1,41,32,32.5,50.0,0.6
16,30,31,64.2,73.3,0.91
15,1,28,58.6,99.5,0.57
20,50,23,96.7,50.0,1.93
22,95,38,59.3,50.0,1.16
12,4,32,59.6,146.0,0.53
22,36,40,66.0,50.0,1.34
17,60,28,99.4,56.7,1.77
9,48,27,82.0,76.0,1.06
12,75,29,64.8,75.0,0.86
5,36,26,30.9,50.0,0.62
11,9,21,53.2,125.8,0.47
20,82,34,107.7,50.0,2.19
19,44,20,97.0,50.0,1.93
0,44,28,28.5,50.0,0.55
18,77,41,113.7,50.0,2.3
1,18,39,48.2,50.0,1.0
3,55,21,33.4,50.0,0.69
18,84,20,94.5,50.0,1.92
6,20,21,78.6,50.0,1.55
12,68,25,60.9,82.0,0.75
4,54,30,26.5,50.0,0.56
11,54,21,60.1,88.3,0.72
12,34,33,68.5,116.0,0.6
8,31,37,86.5,73.0,1.23
1,58,23,31.6,50.0,0.59
23,36,41,62.4,50.0,1.27
4,29,38,42.1,50.0,0.83
8,94,27,80.7,52.0,1.56
13,4,23,62.8,130.0,0.54
11,77,34,66.0,69.2,0.94
5,93,25,33.5,50.0,0.72
0,86,22,30.1,50.0,0.61
0,86,33,38.1,50.0,0.71
2,6,25,31.5,50.0,0.65
10,23,33,69.3,101.3,0.73
6,54,31,73.0,50.0,1.48
8,86,39,91.6,54.7,1.64
20,42,38,111.4,50.0,2.2
23,0,21,52.9,50.0,1.02
23,80,22,52.5,50.0,1.03
16,58,35,66.7,64.0,1.06
22,56,24,49.6,50.0,1.03
21,37,21,90.4,50.0,1.84
1,78,33,39.7,50.0,0.76
18,61,32,97.3,50.0,1.96
15,91,41,76.2,54.5,1.43
9,82,26,76.7,59.0,1.28
0,98,24,30.6,50.0,0.66
5,61,30,34.5,50.0,0.66
0,37,22,30.4,50.0,0.65
23,58,37,60.9,50.0,1.2
5,29,22,28.8,50.0,0.54
21,4,27,91.9,50.0,1.84
19,27,23,96.5,50.0,1.97
18,33,30,94.2,50.0,1.91
2,100,27,25.8,50.0,0.49
6,29,39,86.5,50.0,1.7
20,4,33,91.4,50.0,1.82
2,45,28,26.9,50.0,0.56
0,28,39,46.6,50.0,0.95
23,86,40,65.8,50.0,1.31
17,97,41,110.3,50.5,2.14
0,0,29,31.5,50.0,0.64
11,29,33,64.4,109.2,0.62
19,83,36,100.7,50.0,1.98
14,75,36,65.9,66.7,1.01
4,41,28,22.1,50.0,0.49
0,76,38,44.2,50.0,0.88
20,50,36,103.2,50.0,2.1
19,88,20,100.2,50.0,2.03
5,25,22,32.7,50.0,0.62
8,5,30,80.5,81.7,1.02
1,27,24,28.3,50.0,0.6
0,84,28,27.4,50.0,0.53
22,31,32,53.4,50.0,1.02
13,66,22,58.9,78.3,0.77
8,0,22,79.8,83.3,0.94
3,90,29,31.9,50.0,0.68
6,30,33,78.1,50.0,1.61
10,67,21,60.6,72.0,0.79
8,10,36,85.7,80.0,1.06
19,22,21,92.9,50.0,1.82
0,100,26,31.2,50.0,0.65
12,53,27,68.6,97.0,0.66
3,87,21,29.1,50.0,0.58
20,1,33,99.1,50.0,1.96
15,50,30,60.8,75.0,0.76
10,21,36,64.6,102.7,0.59
9,2,30,73.1,99.0,0.71
12,8,22,61.2,142.0,0.51
21,45,26,97.1,50.0,1.98
1,99,29,26.3,50.0,0.53
9,32,41,91.0,84.0,1.1
5,89,21,30.5,50.0,0.66
7,93,31,81.7,51.2,1.63
4,90,30,29.7,50.0,0.62
16,8,41,71.5,80.7,0.85
22,88,21,49.9,50.0,0.97
4,38,23,28.4,50.0,0.53
6,1,22,73.4,50.0,1.45
18,36,20,91.5,50.0,1.8
22,3,34,54.1,50.0,1.1
1,9,39,44.8,50.0,0.92
13,86,38,69.0,61.7,1.15
10,27,35,64.4,98.7,0.67
1,21,25,32.3,50.0,0.61
0,59,36,36.0,50.0,0.75
4,7,22,31.4,50.0,0.58
17,30,38,104.6,61.7,1.72
22,9,27,54.8,50.0,1.1
21,7,23,95.7,50.0,1.87
9,5,28,70.3,97.5,0.71
16,69,22,61.7,60.3,1.02
14,88,29,61.7,58.0,1.08
9,22,40,85.9,89.0,0.94
10,47,41,73.8,85.3,0.89
13,100,29,60.7,50.0,1.24
10,25,27,64.0,100.0,0.65
13,9,27,62.1,125.8,0.49
16,13,33,64.2,79.0,0.8
18,87,31,99.1,50.0,1.94
0,38,30,34.5,50.0,0.65
5,41,40,46.6,50.0,0.91
22,13,20,59.5,50.0,1.21
6,10,40,89.1,50.0,1.82
14,76,41,82.5,66.0,1.22
1,7,32,34.4,50.0,0.72
13,17,23,58.6,119.2,0.46
3,77,39,40.7,50.0,0.79
17,9,32,95.2,65.2,1.49
2,82,32,28.4,50.0,0.54
4,92,38,38.0,50.0,0.77
2,77,20,31.8,50.0,0.61
8,5,25,77.4,81.7,0.92
15,2,37,65.2,99.0,0.65
20,4,25,97.1,50.0,1.93
19,73,30,97.1,50.0,1.92
0,59,30,33.1,50.0,0.65
15,75,37,72.1,62.5,1.18
3,31,25,28.4,50.0,0.56
0,33,40,41.4,50.0,0.85
5,56,23,28.8,50.0,0.57
1,23,26,30.0,50.0,0.61
4,66,41,47.5,50.0,0.93
13,64,39,70.7,80.0,0.93
19,18,26,99.0,50.0,2.01
3,34,20,31.7,50.0,0.59
19,98,27,90.4,50.0,1.83
19,38,32,100.1,50.0,2.0
4,55,30,28.1,50.0,0.56
17,87,20,94.7,52.2,1.79
2,57,34,35.5,50.0,0.74
18,91,41,106.8,50.0,2.18
11,35,21,64.9,104.2,0.64
19,59,35,100.6,50.0,2.06
18,46,23,91.0,50.0,1.86
10,30,20,57.7,96.7,0.59
6,68,23,75.8,50.0,1.54
4,69,38,42.2,50.0,0.89
20,74,20,97.6,50.0,1.92
8,39,26,75.5,70.3,1.06
5,29,26,29.0,50.0,0.55
17,69,29,94.6,55.2,1.68
0,53,34,45.0,50.0,0.94
4,58,35,36.8,50.0,0.76
13,40,26,59.8,100.0,0.62
10,2,29,58.5,115.3,0.54
14,38,37,69.1,91.3,0.8
0,56,25,34.5,50.0,0.7
9,64,34,78.8,68.0,1.17
10,6,35,69.0,112.7,0.63
11,37,24,63.8,102.5,0.61
1,18,21,32.7,50.0,0.63
0,26,20,28.7,50.0,0.58
6,69,33,82.6,50.0,1.66
18,9,35,101.0,50.0,2.05
14,32,35,69.8,95.3,0.75
15,50,28,63.0,75.0,0.86
3,83,32,32.3,50.0,0.61
23,70,22,53.3,50.0,1.04
12,13,22,54.7,137.0,0.52
13,15,33,62.5,120.8,0.55
10,80,30,59.8,63.3,0.98
17,22,33,100.6,63.0,1.56
9,23,25,73.8,88.5,0.87
18,21,28,93.3,50.0,1.89
21,50,26,94.8,50.0,1.86
0,31,37,36.4,50.0,0.72
11,11,20,58.7,124.2,0.49
17,44,40,112.3,59.3,1.9
3,46,32,35.7,50.0,0.72
2,52,32,32.0,50.0,0.63
16,73,23,59.1,59.0,0.98
19,14,24,91.4,50.0,1.83
0,73,38,44.2,50.0,0.85
9,78,21,74.4,61.0,1.23
16,50,21,57.4,66.7,0.82
15,20,31,60.7,90.0,0.67
14,78,38,73.0,64.7,1.13
11,37,22,59.9,102.5,0.61
7,54,30,75.1,57.7,1.35
23,95,29,49.5,50.0,1.02
5,74,36,40.2,50.0,0.81
21,9,29,90.5,50.0,1.83
2,93,40,44.3,50.0,0.85
0,40,24,28.0,50.0,0.56
3,73,32,34.0,50.0,0.69
19,2,29,90.9,50.0,1.84
0,36,37,45.7,50.0,0.87
13,0,35,66.7,133.3,0.54
20,12,33,97.5,50.0,1.96
5,72,33,34.9,50.0,0.68
14,25,26,63.8,100.0,0.68
16,79,24,60.4,57.0,1.02
12,11,21,60.3,139.0,0.5
3,63,35,41.5,50.0,0.84
19,33,28,101.0,50.0,2.02
2,26,30,33.6,50.0,0.69
12,35,28,60.1,115.0,0.55
7,86,34,83.9,52.3,1.58
19,21,26,95.9,50.0,1.92
0,14,20,27.9,50.0,0.6
2,52,37,39.1,50.0,0.76
10,81,26,59.3,62.7,0.9
12,37,39,78.0,113.0,0.69
8,57,39,91.0,64.3,1.39
9,10,34,78.6,95.0,0.84
4,36,25,27.8,50.0,0.51
8,70,41,87.7,60.0,1.5
23,23,26,48.7,50.0,0.93
7,22,33,77.4,63.0,1.19
21,69,33,99.4,50.0,1.98
0,93,28,33.1,50.0,0.64
10,52,33,64.8,82.0,0.77
10,15,33,58.6,106.7,0.51
3,30,26,27.1,50.0,0.56
2,32,23,31.1,50.0,0.58
0,28,21,28.1,50.0,0.58
20,8,28,91.7,50.0,1.79
6,32,27,72.5,50.0,1.41
19,12,31,90.8,50.0,1.83
17,70,21,97.1,55.0,1.79
22,35,37,54.9,50.0,1.1
5,49,33,35.6,50.0,0.67
15,86,29,61.6,57.0,1.04
18,87,26,99.6,50.0,1.95
20,91,33,97.5,50.0,1.95
9,91,27,80.8,54.5,1.51
9,51,22,74.3,74.5,1.0
7,100,33,79.4,50.0,1.55
2,29,30,25.9,50.0,0.52
19,75,27,102.1,50.0,2.0
15,78,30,63.9,61.0,1.03
1,89,30,28.3,50.0,0.58
15,57,32,65.5,71.5,0.9
5,77,38,40.8,50.0,0.82
16,38,38,71.4,70.7,0.98
20,82,31,97.8,50.0,1.97
1,28,41,48.5,50.0,0.97
22,17,20,45.1,50.0,0.94
23,23,20,47.0,50.0,0.98
21,44,31,91.4,50.0,1.83
0,34,25,31.1,50.0,0.61
19,99,30,93.1,50.0,1.83
6,72,39,89.8,50.0,1.81
19,17,27,89.4,50.0,1.81
3,1,25,33.1,50.0,0.64
5,0,32,27.6,50.0,0.55
20,3,32,94.6,50.0,1.86
23,33,32,52.7,50.0,1.07
5,29,29,32.4,50.0,0.69
9,58,25,78.2,71.0,1.06
5,36,26,31.8,50.0,0.6
11,54,32,62.1,88.3,0.7
22,57,41,63.4,50.0,1.23
10,41,26,60.2,89.3,0.69
19,78,37,103.1,50.0,2.04
0,68,20,27.2,50.0,0.56
14,25,34,71.7,100.0,0.7
0,9,32,25.5,50.0,0.47
11,13,22,58.1,122.5,0.47
12,10,20,56.5,140.0,0.46
3,34,34,37.4,50.0,0.73
16,38,27,63.4,70.7,0.92
16,76,25,63.8,58.0,1.05
1,16,22,30.1,50.0,0.64
8,44,30,78.3,68.7,1.17
12,79,25,68.6,71.0,0.97
13,48,37,72.7,93.3,0.8
20,97,39,109.3,50.0,2.21
9,6,29,74.6,97.0,0.79
2,28,30,28.8,50.0,0.61
8,98,25,71.2,50.7,1.36
19,7,33,97.9,50.0,1.93
3,8,22,28.3,50.0,0.59
1,42,40,39.7,50.0,0.77
9,71,27,73.3,64.5,1.14
15,22,33,72.0,89.0,0.84
14,60,30,60.1,76.7,0.8
18,66,37,105.1,50.0,2.12
22,44,33,55.9,50.0,1.16
0,43,32,30.4,50.0,0.6
4,78,29,31.2,50.0,0.67
17,71,32,102.8,54.8,1.85
11,32,30,63.3,106.7,0.56
18,51,27,90.7,50.0,1.78
1,95,40,46.2,50.0,0.94
1,29,40,40.5,50.0,0.85
5,54,31,27.9,50.0,0.57
16,40,41,77.6,70.0,1.08
14,32,37,70.1,95.3,0.78
5,96,31,31.4,50.0,0.62
20,19,31,95.4,50.0,1.89
21,25,25,93.7,50.0,1.88
20,88,27,94.3,50.0,1.84
18,37,21,92.8,50.0,1.82
4,83,37,41.2,50.0,0.81
9,70,28,75.0,65.0,1.15
5,84,30,25.3,50.0,0.5
3,37,41,46.6,50.0,0.91
11,81,32,69.9,65.8,1.04
0,89,21,32.8,50.0,0.66
16,67,27,61.0,61.0,0.98
7,88,35,83.7,52.0,1.57
17,76,21,92.1,54.0,1.68
23,11,37,61.9,50.0,1.25
7,3,33,77.2,66.2,1.13
9,74,20,71.0,63.0,1.12
14,42,30,60.7,88.7,0.69
1,12,29,31.6,50.0,0.59
14,52,31,60.0,82.0,0.71
0,77,28,28.1,50.0,0.59
14,83,32,61.1,61.3,1.02
21,42,23,95.3,50.0,1.94
23,41,32,57.4,50.0,1.18
18,75,31,95.1,50.0,1.89
22,90,28,49.5,50.0,1.01
23,30,32,51.4,50.0,0.99
10,76,36,73.6,66.0,1.14
1,3,27,27.1,50.0,0.59
23,79,30,52.6,50.0,1.02
11,78,23,60.3,68.3,0.92
18,16,40,107.0,50.0,2.18
15,39,21,64.2,80.5,0.83
14,25,36,67.6,100.0,0.63
7,39,39,93.7,60.2,1.57
4,39,37,41.0,50.0,0.84
2,75,40,51.2,50.0,0.97
20,85,20,97.7,50.0,1.9
21,80,23,94.9,50.0,1.92
23,61,38,62.8,50.0,1.24
2,58,24,31.5,50.0,0.63
21,75,40,110.9,50.0,2.18
5,15,34,35.1,50.0,0.72
22,25,26,44.0,50.0,0.91
16,32,22,57.6,72.7,0.77
1,40,40,44.9,50.0,0.92
4,28,22,34.8,50.0,0.7
11,96,25,58.2,53.3,1.09
19,53,20,93.4,50.0,1.86
5,4,23,24.7,50.0,0.49
9,97,24,79.2,51.5,1.54
17,96,25,99.8,50.7,1.92
19,63,31,97.9,50.0,2.0
4,9,25,30.8,50.0,0.57
13,16,21,63.7,120.0,0.5
12,75,20,56.1,75.0,0.73
9,55,23,72.8,72.5,0.97
23,85,40,62.0,50.0,1.22
22,74,28,49.3,50.0,0.99
19,26,32,102.7,50.0,2.09
7,61,30,74.3,56.5,1.28
5,31,23,28.1,50.0,0.61
9,99,33,82.0,50.5,1.61
3,19,20,32.3,50.0,0.62
2,99,24,28.5,50.0,0.57
9,47,33,81.6,76.5,1.1
0,73,22,26.2,50.0,0.56
2,50,37,44.0,50.0,0.85
0,27,24,27.0,50.0,0.53
11,19,36,71.0,117.5,0.56
5,8,41,43.1,50.0,0.86
23,65,38,62.8,50.0,1.21
7,72,37,90.3,54.7,1.68
17,61,28,98.3,56.5,1.69
6,53,37,81.6,50.0,1.64
2,73,40,40.9,50.0,0.85
10,85,29,62.6,60.0,1.02
17,78,41,115.7,53.7,2.17
6,44,23,78.1,50.0,1.56
21,67,29,98.1,50.0,2.01
19,80,27,96.5,50.0,1.92
20,4,33,100.9,50.0,2.04
9,45,28,74.3,77.5,0.96
23,77,26,48.9,50.0,0.99
2,96,32,36.1,50.0,0.76
6,2,23,75.8,50.0,1.56
14,57,37,66.0,78.7,0.86
7,6,36,91.7,65.7,1.41
17,56,29,90.0,57.3,1.61
14,36,24,58.9,92.7,0.61
22,64,28,49.3,50.0,1.02
7,20,39,93.1,63.3,1.52
14,84,38,68.5,60.7,1.17
1,59,34,43.5,50.0,0.85
3,96,32,37.3,50.0,0.74
11,70,36,67.8,75.0,0.9
5,39,33,36.9,50.0,0.75
16,62,40,75.8,62.7,1.19
6,96,21,74.0,50.0,1.5
6,64,20,77.1,50.0,1.58
6,28,20,75.2,50.0,1.5
17,56,20,97.5,57.3,1.72
3,33,27,32.0,50.0,0.68
22,21,27,50.2,50.0,1.03
6,57,26,73.9,50.0,1.45
12,17,28,62.1,133.0,0.51
3,69,36,39.8,50.0,0.81
15,60,36,67.2,70.0,0.97
15,12,23,58.0,94.0,0.59
4,25,40,43.1,50.0,0.9
8,15,41,93.2,78.3,1.16
21,35,36,101.3,50.0,2.03
22,22,28,49.4,50.0,1.01
13,38,38,66.2,101.7,0.67
9,95,37,86.8,52.5,1.69
21,66,22,89.0,50.0,1.82
6,2,33,81.5,50.0,1.63
23,72,33,49.9,50.0,1.04
15,43,32,62.8,78.5,0.78
7,45,33,84.6,59.2,1.45
23,26,25,50.8,50.0,1.03
6,80,32,76.6,50.0,1.51
10,0,41,76.7,116.7,0.65
15,39,30,62.4,80.5,0.8
20,30,26,90.5,50.0,1.85
0,88,26,28.2,50.0,0.57
20,26,30,95.8,50.0,1.87
1,61,40,46.2,50.0,0.9
22,21,28,45.8,50.0,0.9
10,22,31,60.7,102.0,0.58
1,95,21,27.5,50.0,0.53
0,20,31,25.9,50.0,0.52
9,18,32,78.9,91.0,0.82
0,14,37,43.5,50.0,0.9
19,73,29,93.0,50.0,1.84
19,24,29,94.5,50.0,1.9
18,84,25,97.9,50.0,1.95
20,63,37,104.8,50.0,2.05
12,86,34,66.8,64.0,1.01
8,27,31,76.3,74.3,1.0
20,14,29,93.2,50.0,1.91
21,90,22,95.4,50.0,1.93
4,12,39,46.6,50.0,0.97
13,42,23,58.3,98.3,0.57
5,1,33,27.0,50.0,0.53
20,53,24,91.5,50.0,1.87
0,31,20,31.3,50.0,0.59
18,5,20,97.1,50.0,1.91
21,44,32,97.8,50.0,1.96
0,47,23,25.8,50.0,0.52
8,68,36,87.7,60.7,1.4
1,75,41,48.0,50.0,0.91
9,42,28,70.6,79.0,0.93
21,24,33,101.4,50.0,2.0
4,96,39,40.7,50.0,0.8
19,22,39,105.7,50.0,2.15
16,18,28,61.8,77.3,0.82
12,38,23,64.8,112.0,0.61
8,56,24,73.3,64.7,1.12
23,34,31,55.9,50.0,1.1
15,40,36,67.6,80.0,0.86
3,29,23,32.0,50.0,0.68
17,78,31,99.9,53.7,1.89
21,25,23,97.0,50.0,1.99
11,31,39,75.0,107.5,0.73
2,66,27,32.0,50.0,0.66
16,67,28,61.0,61.0,1.01
2,18,22,31.8,50.0,0.61
18,75,39,109.9,50.0,2.21
16,100,28,66.6,50.0,1.35
17,8,27,101.5,65.3,1.55
15,0,41,74.5,100.0,0.77
14,1,30,64.0,116.0,0.58
4,59,22,26.2,50.0,0.53
10,18,26,58.1,104.7,0.51
5,56,26,33.4,50.0,0.71
15,91,41,74.7,54.5,1.35
12,87,39,72.2,63.0,1.14
21,1,35,101.8,50.0,2.03
17,69,20,95.8,55.2,1.77
14,36,32,63.8,92.7,0.65
15,78,35,66.1,61.0,1.08
19,79,34,100.9,50.0,2.03
4,95,24,29.1,50.0,0.59
14,58,23,57.4,78.0,0.7
17,31,23,96.4,61.5,1.53
16,17,36,71.2,77.7,0.88
1,48,40,43.5,50.0,0.9
19,49,32,101.8,50.0,2.08
2,6,38,42.7,50.0,0.82
17,55,37,105.9,57.5,1.86
17,34,34,97.8,61.0,1.63
12,96,29,57.2,54.0,1.06
20,20,34,102.1,50.0,2.03
16,71,33,65.4,59.7,1.14
4,8,28,28.8,50.0,0.53
10,90,24,64.9,56.7,1.18
6,27,36,88.2,50.0,1.72
12,20,22,61.2,130.0,0.53
15,79,37,67.8,60.5,1.15
23,88,34,55.3,50.0,1.09
6,58,36,87.6,50.0,1.77
20,27,23,96.1,50.0,1.94
6,71,37,86.3,50.0,1.71
3,86,27,27.9,50.0,0.57
6,70,33,75.7,50.0,1.5
22,3,35,59.1,50.0,1.14
12,30,28,61.6,120.0,0.48
18,53,41,106.4,50.0,2.13
8,30,36,89.9,73.3,1.23
5,56,29,32.3,50.0,0.61
19,13,33,100.5,50.0,2.06
18,45,40,110.8,50.0,2.21
22,18,33,55.8,50.0,1.14
1,15,25,26.5,50.0,0.57
1,69,27,38.4,50.0,0.73
2,23,22,25.6,50.0,0.56
13,41,31,59.4,99.2,0.59
10,37,36,73.0,92.0,0.84
5,99,23,30.2,50.0,0.64
7,13,34,82.5,64.5,1.28
14,60,22,60.9,76.7,0.75
2,87,25,35.4,50.0,0.7
18,72,33,97.1,50.0,1.94
21,94,26,94.1,50.0,1.9
3,91,40,41.8,50.0,0.82
10,21,23,61.3,102.7,0.57
4,28,38,45.3,50.0,0.86
23,84,24,48.1,50.0,0.99
18,96,24,97.6,50.0,1.99
23,28,37,60.8,50.0,1.26
1,11,22,34.6,50.0,0.72
6,35,21,74.0,50.0,1.48
6,69,25,78.3,50.0,1.56
13,37,40,75.2,102.5,0.71
12,30,24,59.8,120.0,0.46
21,63,25,97.9,50.0,1.99
2,86,23,32.2,50.0,0.6
0,86,22,25.3,50.0,0.55
18,7,30,94.8,50.0,1.93
19,38,41,113.1,50.0,2.29
20,45,29,94.7,50.0,1.88
8,77,41,93.2,57.7,1.57
13,97,29,58.4,52.5,1.11
16,31,20,58.7,73.0,0.85
23,67,32,56.5,50.0,1.15
10,83,30,55.4,61.3,0.86
12,57,22,58.1,93.0,0.66
12,14,31,59.6,136.0,0.5
14,69,33,66.6,70.7,0.91
17,43,39,104.9,59.5,1.77
22,43,36,57.3,50.0,1.14
19,58,22,97.1,50.0,1.97
0,44,36,41.8,50.0,0.84
11,38,39,74.0,101.7,0.77
18,5,41,112.3,50.0,2.26
15,34,26,60.3,83.0,0.69
14,14,22,57.3,107.3,0.57
22,82,37,60.0,50.0,1.18
22,90,39,60.8,50.0,1.24
2,3,21,27.0,50.0,0.54
8,26,26,73.3,74.7,0.96
22,62,41,63.5,50.0,1.32
1,1,40,40.7,50.0,0.81
16,51,30,62.2,66.3,0.89
12,58,37,72.1,92.0,0.75
11,28,36,65.2,110.0,0.63
0,30,34,30.1,50.0,0.63
13,46,26,60.6,95.0,0.65
10,5,20,58.6,113.3,0.52
9,60,26,74.5,70.0,1.06
21,0,20,98.1,50.0,2.0
0,15,29,32.9,50.0,0.68
0,40,24,30.1,50.0,0.64
23,37,41,65.6,50.0,1.31
8,83,28,75.1,55.7,1.39
3,50,32,32.4,50.0,0.6
5,33,22,25.9,50.0,0.56
23,7,25,51.6,50.0,1.08
3,3,27,28.9,50.0,0.6
14,53,40,75.5,81.3,0.98
4,98,34,35.5,50.0,0.7
